Item,Cost,Product Url,Item Url,Swatch Url,Model Url,RGB
Tweed lady jacket,$268-$298$229.50-$249.50,https://www.jcrew.com/m/womens/categories/clothing/blazers/lady-jacket/tweed-lady-jacket/ME242?display=standard&fit=Classic&color_name=baby-pink&colorProductCode=CI737,https://www.jcrew.com/s7-img-facade/CI737_PK0220,https://www.jcrew.com/s7-img-facade/CI737_PK0220_sw,https://www.jcrew.com/s7-img-facade/CI737_PK0220_m,[248 187 192]
Tweed lady jacket,$268-$298$229.50-$249.50,https://www.jcrew.com/m/womens/categories/clothing/blazers/lady-jacket/tweed-lady-jacket/ME242?display=standard&fit=Classic&color_name=baby-pink&colorProductCode=CI737,https://www.jcrew.com/s7-img-facade/CI737_PK0220,https://www.jcrew.com/s7-img-facade/CI737_PK0220_sw,https://www.jcrew.com/s7-img-facade/CI737_PK0220_m,[248 187 192]
Tweed lady jacket,$268-$298$229.50-$249.50,https://www.jcrew.com/m/womens/categories/clothing/blazers/lady-jacket/tweed-lady-jacket/ME242?display=standard&fit=Classic&color_name=baby-pink&colorProductCode=CI737,https://www.jcrew.com/s7-img-facade/CI623_NA6445,https://www.jcrew.com/s7-img-facade/CI623_NA6445_sw,https://www.jcrew.com/s7-img-facade/CI623_NA6445_m,[228 216 195]
Tweed lady jacket,$268-$298$229.50-$249.50,https://www.jcrew.com/m/womens/categories/clothing/blazers/lady-jacket/tweed-lady-jacket/ME242?display=standard&fit=Classic&color_name=baby-pink&colorProductCode=CI737,https://www.jcrew.com/s7-img-facade/CI623_BK0001,https://www.jcrew.com/s7-img-facade/CI623_BK0001_sw,https://www.jcrew.com/s7-img-facade/CI623_BK0001_m,[21 19 20]
Airy gauze button-up shirt in stripe,$69.50-$79.50$49.50-$69.50,https://www.jcrew.com/m/womens/categories/clothing/swimwear/airy-gauze/airy-gauze-button-up-shirt-in-stripe/ME250?display=standard&fit=Classic&color_name=white-blue&colorProductCode=CI481,https://www.jcrew.com/s7-img-facade/CI481_YD7615,https://www.jcrew.com/s7-img-facade/CI481_YD7615_sw,https://www.jcrew.com/s7-img-facade/CI481_YD7615_m,[173 183 208]
Airy gauze button-up shirt in stripe,$69.50-$79.50$49.50-$69.50,https://www.jcrew.com/m/womens/categories/clothing/swimwear/airy-gauze/airy-gauze-button-up-shirt-in-stripe/ME250?display=standard&fit=Classic&color_name=white-blue&colorProductCode=CI481,https://www.jcrew.com/s7-img-facade/CI481_YD7615,https://www.jcrew.com/s7-img-facade/CI481_YD7615_sw,https://www.jcrew.com/s7-img-facade/CI481_YD7615_m,[173 183 208]
Airy gauze button-up shirt in stripe,$69.50-$79.50$49.50-$69.50,https://www.jcrew.com/m/womens/categories/clothing/swimwear/airy-gauze/airy-gauze-button-up-shirt-in-stripe/ME250?display=standard&fit=Classic&color_name=white-blue&colorProductCode=CI481,https://www.jcrew.com/s7-img-facade/CI257_RD0156,https://www.jcrew.com/s7-img-facade/CI257_RD0156_sw,https://www.jcrew.com/s7-img-facade/CI257_RD0156_m,[224  18  18]
Airy gauze button-up shirt in stripe,$69.50-$79.50$49.50-$69.50,https://www.jcrew.com/m/womens/categories/clothing/swimwear/airy-gauze/airy-gauze-button-up-shirt-in-stripe/ME250?display=standard&fit=Classic&color_name=white-blue&colorProductCode=CI481,https://www.jcrew.com/s7-img-facade/CI257_NA6434,https://www.jcrew.com/s7-img-facade/CI257_NA6434_sw,https://www.jcrew.com/s7-img-facade/CI257_NA6434_m,[237 234 219]
Airy gauze button-up shirt in stripe,$69.50-$79.50$49.50-$69.50,https://www.jcrew.com/m/womens/categories/clothing/swimwear/airy-gauze/airy-gauze-button-up-shirt-in-stripe/ME250?display=standard&fit=Classic&color_name=white-blue&colorProductCode=CI481,https://www.jcrew.com/s7-img-facade/CI257_BL8803,https://www.jcrew.com/s7-img-facade/CI257_BL8803_sw,https://www.jcrew.com/s7-img-facade/CI257_BL8803_m,[29 40 72]
Airy gauze button-up shirt in stripe,$69.50-$79.50$49.50-$69.50,https://www.jcrew.com/m/womens/categories/clothing/swimwear/airy-gauze/airy-gauze-button-up-shirt-in-stripe/ME250?display=standard&fit=Classic&color_name=white-blue&colorProductCode=CI481,https://www.jcrew.com/s7-img-facade/CI257_BK0001,https://www.jcrew.com/s7-img-facade/CI257_BK0001_sw,https://www.jcrew.com/s7-img-facade/CI257_BK0001_m,[33 31 34]
Mid-rise Portia pant in Italian stretch merino wool blend,$228$199.50(13% Off),https://www.jcrew.com/p/womens/categories/clothing/pants/straight/mid-rise-portia-pant-in-italian-stretch-merino-wool-blend/CI441?display=standard&fit=Classic&color_name=blue-breeze&colorProductCode=CI441,https://www.jcrew.com/s7-img-facade/CI441_BL8348,https://www.jcrew.com/s7-img-facade/CI441_BL8348_sw,https://www.jcrew.com/s7-img-facade/CI441_BL8348_m,[158 192 212]
Mid-rise Portia pant in Italian stretch merino wool blend,$228$199.50(13% Off),https://www.jcrew.com/p/womens/categories/clothing/pants/straight/mid-rise-portia-pant-in-italian-stretch-merino-wool-blend/CI441?display=standard&fit=Classic&color_name=blue-breeze&colorProductCode=CI441,https://www.jcrew.com/s7-img-facade/CI441_NA6434,https://www.jcrew.com/s7-img-facade/CI441_NA6434_sw,https://www.jcrew.com/s7-img-facade/CI441_NA6434_m,[236 231 210]
