Item,Cost,Product Url,Item Url,Swatch Url,Model Url,RGB
Crosby Classic-fit suit jacket in Italian worsted wool,$450,https://www.jcrew.com/p/mens/categories/clothing/blazers/suiting-blazers/crosby-classic-fit-suit-jacket-in-italian-worsted-wool/BZ636?display=standard&fit=Classic&color_name=dark-navy&colorProductCode=BZ636,https://www.jcrew.com/s7-img-facade/BZ636_WZ4738,https://www.jcrew.com/s7-img-facade/BZ636_WZ4738_sw,https://www.jcrew.com/s7-img-facade/BZ636_WZ4738_m,[14 13 17]
Crosby Classic-fit suit jacket in Italian worsted wool,$450,https://www.jcrew.com/p/mens/categories/clothing/blazers/suiting-blazers/crosby-classic-fit-suit-jacket-in-italian-worsted-wool/BZ636?display=standard&fit=Classic&color_name=dark-navy&colorProductCode=BZ636,https://www.jcrew.com/s7-img-facade/BZ636_WZ4738,https://www.jcrew.com/s7-img-facade/BZ636_WZ4738_sw,https://www.jcrew.com/s7-img-facade/BZ636_WZ4738_m,[14 13 17]
Crosby Classic-fit suit jacket in Italian worsted wool,$450,https://www.jcrew.com/p/mens/categories/clothing/blazers/suiting-blazers/crosby-classic-fit-suit-jacket-in-italian-worsted-wool/BZ636?display=standard&fit=Classic&color_name=dark-navy&colorProductCode=BZ636,https://www.jcrew.com/s7-img-facade/BZ636_WZ4000,https://www.jcrew.com/s7-img-facade/BZ636_WZ4000_sw,https://www.jcrew.com/s7-img-facade/BZ636_WZ4000_m,[65 61 61]
Thomas Mason® for J.Crew cotton boxers,$59.50,https://www.jcrew.com/p/mens/categories/clothing/underwear-and-boxers/boxers/thomas-masonreg-for-jcrew-cotton-boxers/BS489?display=standard&fit=Classic&color_name=sky-blue&colorProductCode=BS489,https://www.jcrew.com/s7-img-facade/BS489_WZ1151,https://www.jcrew.com/s7-img-facade/BS489_WZ1151_sw,https://www.jcrew.com/s7-img-facade/BS489_WZ1151_m,[167 180 219]
Thomas Mason® for J.Crew cotton boxers,$59.50,https://www.jcrew.com/p/mens/categories/clothing/underwear-and-boxers/boxers/thomas-masonreg-for-jcrew-cotton-boxers/BS489?display=standard&fit=Classic&color_name=sky-blue&colorProductCode=BS489,https://www.jcrew.com/s7-img-facade/BS489_YD7358,https://www.jcrew.com/s7-img-facade/BS489_YD7358_sw,https://www.jcrew.com/s7-img-facade/BS489_YD7358_m,[146 125 123]
Thomas Mason® for J.Crew cotton boxers,$59.50,https://www.jcrew.com/p/mens/categories/clothing/underwear-and-boxers/boxers/thomas-masonreg-for-jcrew-cotton-boxers/BS489?display=standard&fit=Classic&color_name=sky-blue&colorProductCode=BS489,https://www.jcrew.com/s7-img-facade/BS489_YD6687,https://www.jcrew.com/s7-img-facade/BS489_YD6687_sw,https://www.jcrew.com/s7-img-facade/BS489_YD6687_m,[46 73 66]
Thomas Mason® for J.Crew cotton boxers,$59.50,https://www.jcrew.com/p/mens/categories/clothing/underwear-and-boxers/boxers/thomas-masonreg-for-jcrew-cotton-boxers/BS489?display=standard&fit=Classic&color_name=sky-blue&colorProductCode=BS489,https://www.jcrew.com/s7-img-facade/BS489_YD4675,https://www.jcrew.com/s7-img-facade/BS489_YD4675_sw,https://www.jcrew.com/s7-img-facade/BS489_YD4675_m,[155 171 219]
Thomas Mason® for J.Crew cotton boxers,$59.50,https://www.jcrew.com/p/mens/categories/clothing/underwear-and-boxers/boxers/thomas-masonreg-for-jcrew-cotton-boxers/BS489?display=standard&fit=Classic&color_name=sky-blue&colorProductCode=BS489,https://www.jcrew.com/s7-img-facade/BS489_YD4600,https://www.jcrew.com/s7-img-facade/BS489_YD4600_sw,https://www.jcrew.com/s7-img-facade/BS489_YD4600_m,[161 162 179]
Thomas Mason® for J.Crew cotton boxers,$59.50,https://www.jcrew.com/p/mens/categories/clothing/underwear-and-boxers/boxers/thomas-masonreg-for-jcrew-cotton-boxers/BS489?display=standard&fit=Classic&color_name=sky-blue&colorProductCode=BS489,https://www.jcrew.com/s7-img-facade/BS489_YD4598,https://www.jcrew.com/s7-img-facade/BS489_YD4598_sw,https://www.jcrew.com/s7-img-facade/BS489_YD4598_m,[194 154 154]
Thomas Mason® for J.Crew cotton boxers,$59.50,https://www.jcrew.com/p/mens/categories/clothing/underwear-and-boxers/boxers/thomas-masonreg-for-jcrew-cotton-boxers/BS489?display=standard&fit=Classic&color_name=sky-blue&colorProductCode=BS489,https://www.jcrew.com/s7-img-facade/BS489_WZ1151,https://www.jcrew.com/s7-img-facade/BS489_WZ1151_sw,https://www.jcrew.com/s7-img-facade/BS489_WZ1151_m,[167 180 219]
Crosby Classic-fit suit pant in Italian worsted wool,$225,https://www.jcrew.com/p/mens/categories/clothing/pants-and-chinos/suiting-pants/crosby-classic-fit-suit-pant-in-italian-worsted-wool/BZ637?display=standard&fit=Classic&color_name=dark-navy&colorProductCode=BZ637,https://www.jcrew.com/s7-img-facade/BZ637_WZ4738,https://www.jcrew.com/s7-img-facade/BZ637_WZ4738_sw,https://www.jcrew.com/s7-img-facade/BZ637_WZ4738_m,[29 29 35]
Crosby Classic-fit suit pant in Italian worsted wool,$225,https://www.jcrew.com/p/mens/categories/clothing/pants-and-chinos/suiting-pants/crosby-classic-fit-suit-pant-in-italian-worsted-wool/BZ637?display=standard&fit=Classic&color_name=dark-navy&colorProductCode=BZ637,https://www.jcrew.com/s7-img-facade/BZ637_WZ4738,https://www.jcrew.com/s7-img-facade/BZ637_WZ4738_sw,https://www.jcrew.com/s7-img-facade/BZ637_WZ4738_m,[29 29 35]
Crosby Classic-fit suit pant in Italian worsted wool,$225,https://www.jcrew.com/p/mens/categories/clothing/pants-and-chinos/suiting-pants/crosby-classic-fit-suit-pant-in-italian-worsted-wool/BZ637?display=standard&fit=Classic&color_name=dark-navy&colorProductCode=BZ637,https://www.jcrew.com/s7-img-facade/BZ637_WZ4000,https://www.jcrew.com/s7-img-facade/BZ637_WZ4000_sw,https://www.jcrew.com/s7-img-facade/BZ637_WZ4000_m,[44 42 45]
Thomas Mason® for J.Crew washed poplin shirt,$188$159.99(15% Off),https://www.jcrew.com/p/mens/categories/clothing/dress-shirts/thomas-mason-for-jcrew/thomas-masonreg-for-jcrew-washed-poplin-shirt/CB868?display=standard&fit=Classic&color_name=cherry-pink-check&colorProductCode=CB868,https://www.jcrew.com/s7-img-facade/CB868_YD7359,https://www.jcrew.com/s7-img-facade/CB868_YD7359_sw,https://www.jcrew.com/s7-img-facade/CB868_YD7359_m,[215 166 201]
Thomas Mason® for J.Crew washed poplin shirt,$188$159.99(15% Off),https://www.jcrew.com/p/mens/categories/clothing/dress-shirts/thomas-mason-for-jcrew/thomas-masonreg-for-jcrew-washed-poplin-shirt/CB868?display=standard&fit=Classic&color_name=cherry-pink-check&colorProductCode=CB868,https://www.jcrew.com/s7-img-facade/CB868_YD7358,https://www.jcrew.com/s7-img-facade/CB868_YD7358_sw,https://www.jcrew.com/s7-img-facade/CB868_YD7358_m,[134 107 104]
Relaxed midweight cashmere V-neck sweater,$198,https://www.jcrew.com/p/mens/categories/clothing/sweaters/pullover/relaxed-midweight-cashmere-v-neck-sweater/CB521?display=standard&fit=Classic&color_name=hthr-camel&colorProductCode=CB521,https://www.jcrew.com/s7-img-facade/CB521_SR5175,https://www.jcrew.com/s7-img-facade/CB521_SR5175_sw,https://www.jcrew.com/s7-img-facade/CB521_SR5175_m,[24 25 41]
Relaxed midweight cashmere V-neck sweater,$198,https://www.jcrew.com/p/mens/categories/clothing/sweaters/pullover/relaxed-midweight-cashmere-v-neck-sweater/CB521?display=standard&fit=Classic&color_name=hthr-camel&colorProductCode=CB521,https://www.jcrew.com/s7-img-facade/CB521_HT2559,https://www.jcrew.com/s7-img-facade/CB521_HT2559_sw,https://www.jcrew.com/s7-img-facade/CB521_HT2559_m,[194 146 111]
