Gender,Sizes,Item,Cost,Rating,Num reviews,Product Url,Color,Item Url,Swatch Url,RGB
WOMEN,XXS-XL,Cashmere Sweater | Turtleneck,$99.90,4.0,16,https://www.uniqlo.com/us/en/products/E465735-000/00,35,https://image.uniqlo.com/UQ/ST3/us/imagesgoods/465735/item/usgoods_35_465735_3x4.jpg?width=250,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/465735/chip/goods_35_465735_chip.jpg,[77 32 23]
WOMEN,XXS-XL,Cashmere Sweater | Turtleneck,$99.90,4.0,16,https://www.uniqlo.com/us/en/products/E465735-000/00,51,https://image.uniqlo.com/UQ/ST3/us/imagesgoods/465735/item/usgoods_51_465735_3x4.jpg?width=250,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/465735/chip/goods_51_465735_chip.jpg,[159 189 185]
WOMEN,XXS-XL,Cashmere Sweater | Turtleneck,$99.90,4.0,16,https://www.uniqlo.com/us/en/products/E465735-000/00,62,https://image.uniqlo.com/UQ/ST3/us/imagesgoods/465735/item/usgoods_62_465735_3x4.jpg?width=250,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/465735/chip/goods_62_465735_chip.jpg,[196 213 221]
WOMEN,XXS-XL,Cashmere Sweater | Turtleneck,$99.90,4.0,16,https://www.uniqlo.com/us/en/products/E465735-000/00,63,https://image.uniqlo.com/UQ/ST3/us/imagesgoods/465735/item/usgoods_63_465735_3x4.jpg?width=250,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/465735/chip/goods_63_465735_chip.jpg,[ 97 124 162]
WOMEN,XXS-XL,Cashmere Sweater | Turtleneck,$99.90,4.0,16,https://www.uniqlo.com/us/en/products/E465735-000/00,69,https://image.uniqlo.com/UQ/ST3/us/imagesgoods/465735/item/usgoods_69_465735_3x4.jpg?width=250,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/465735/chip/goods_69_465735_chip.jpg,[26 30 45]
WOMEN,XS-XXL,Cashmere Short Cardigan,$129.90,4.5,9,https://www.uniqlo.com/us/en/products/E472095-000/00,09,https://image.uniqlo.com/UQ/ST3/us/imagesgoods/472095/item/usgoods_09_472095_3x4.jpg?width=250,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/472095/chip/goods_09_472095_chip.jpg,[20 21 24]
WOMEN,XS-XXL,Cashmere Short Cardigan,$129.90,4.5,9,https://www.uniqlo.com/us/en/products/E472095-000/00,10,https://image.uniqlo.com/UQ/ST3/us/imagesgoods/472095/item/usgoods_10_472095_3x4.jpg?width=250,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/472095/chip/goods_10_472095_chip.jpg,[245 226 228]
WOMEN,XS-XXL,Cashmere Short Cardigan,$129.90,4.5,9,https://www.uniqlo.com/us/en/products/E472095-000/00,30,https://image.uniqlo.com/UQ/ST3/us/imagesgoods/472095/item/usgoods_30_472095_3x4.jpg?width=250,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/472095/chip/goods_30_472095_chip.jpg,[223 222 219]
WOMEN,XS-XXL,Cashmere Short Cardigan,$129.90,4.5,9,https://www.uniqlo.com/us/en/products/E472095-000/00,32,https://image.uniqlo.com/UQ/ST3/us/imagesgoods/472095/item/usgoods_32_472095_3x4.jpg?width=250,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/472095/chip/goods_32_472095_chip.jpg,[172 156 119]
WOMEN,XXS-XL,3D Knit Merino Blend Sweater | Turtleneck,$59.90,0.0,0,https://www.uniqlo.com/us/en/products/E472846-000/00,09,https://image.uniqlo.com/UQ/ST3/us/imagesgoods/472846/item/usgoods_09_472846_3x4.jpg?width=250,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/472846/chip/goods_09_472846_chip.jpg,[23 24 27]
